LESSON;ORTHOGRAPHY;PHONOLOGY;GPMATCH;NB GRAPH;NB LET;NB SYLL;AUDIOFILE NAME;IS WORD;SYLLABIC STRUCTURE;PROPER NAME
8;wamo;;w-w.a-a.m-m.o-o.;4;4;1;;0;;0
8;Amana;;a-a.m-m.a-a.n-n.a-a.;5;5;1;;0;;1
8;amani;;a-a.m-m.a-a.n-n.i-i.;5;5;1;;0;;0
8;ameamua;;a-a.m-m.e-e.a-a.m-m.u-u.a-a.;7;7;1;;0;;0
8;maeneo;;m-m.a-a.e-e.n-n.e-e.o-o.;6;6;1;;0;;0
8;amua;;a-a.m-m.u-u.a-a.;4;4;1;;0;;0
8;maoni;;m-m.a-a.o-o.n-n.i-i.;5;5;1;;0;;0
8;anaamini;;a-a.n-n.a-a.a-a.m-m.i-i.n-n.i-i.;8;8;1;;0;;0
8;anaamua;;a-a.n-n.a-a.a-a.m-m.u-u.a-a.;7;7;1;;0;;0
8;imani;;i-i.m-m.a-a.n-n.i-i.;5;5;1;;0;;0
8;imeenea;;i-i.m-m.e-e.e-e.n-n.e-e.a-a.;7;7;1;;0;;0
8;wanaaminiwa;;w-w.a-a.n-n.a-a.a-a.m-m.i-i.n-n.i-i.w-w.a-a.;11;11;1;;0;;0
8;maneno;;m-m.a-a.n-n.e-e.n-n.o-o.;6;6;1;;0;;0
8;maono;;m-m.a-a.o-o.n-n.o-o.;5;5;1;;0;;0
8;manne;;m-m.a-a.n-n.n-n.e-e.;5;5;1;;0;;0
8;minane;;m-m.i-i.n-n.a-a.n-n.e-e.;6;6;1;;0;;0
8;mia;;m-m.i-i.a-a.;3;3;1;;0;;0
8;mwanaume;;m-m.w-w.a-a.n-n.a-a.u-u.m-m.e-e.;8;8;1;;0;;0
8;mwanamama;;m-m.w-w.a-a.n-n.a-a.m-m.a-a.m-m.a-a.;9;9;1;;0;;0
8;minene;;m-m.i-i.n-n.e-e.n-n.e-e.;6;6;1;;0;;0
8;mwanaumme;;m-m.w-w.a-a.n-n.a-a.u-u.m-m.m-m.e-e.;9;9;1;;0;;0
8;mwanao;;m-m.w-w.a-a.n-n.a-a.o-o.;6;6;1;;0;;0
8;mwamimu;;m-m.w-w.a-a.m-m.i-i.m-m.u-u.;7;7;1;;0;;0
8;manane;;m-m.a-a.n-n.a-a.n-n.e-e.;6;6;1;;0;;0
8;minne;;m-m.i-i.n-n.n-n.e-e.;5;5;1;;0;;0
8;maanani;;m-m.a-a.a-a.n-n.a-a.n-n.i-i.;7;7;1;;0;;0
8;nimemwona;;n-n.i-i.m-m.e-e.m-m.w-w.o-o.n-n.a-a.;9;9;1;;0;;0
8;umeme;;u-u.m-m.e-e.m-m.e-e.;5;5;1;;0;;0
8;ameona;;a-a.m-m.e-e.o-o.n-n.a-a.;6;6;1;;0;;0
8;imo;;i-i.m-m.o-o.;3;3;1;;0;;0
8;mnene;;m-m.n-n.e-e.n-n.e-e.;5;5;1;;0;;0
8;namna;na.mna.;n-n.a-a.m-m.n-n.a-a.;5;5;2;;1;CV.CCV.;0
8;mimi;mi.mi.;m-m.i-i.m-m.i-i.;4;4;2;;1;CV.CV.;0
8;mama;ma.ma.;m-m.a-a.m-m.a-a.;4;4;2;;1;CV.CV.;0
8;ama;a.ma.;a-a.m-m.a-a.;3;3;2;;1;V.CV.;0
8;ma;ma.;m-m.a-a.;2;2;1;;1;CV.;0
8;me;me.;m-m.e-e.;2;2;1;;1;CV.;0
8;mi;mi.;m-m.i-i.;2;2;1;;1;CV.;0
8;mo;mo.;m-m.o-o.;2;2;1;;1;CV.;0
8;mu;mu.;m-m.u-u.;2;2;1;;1;CV.;0
8;wanaume;wa.na.u.me.;w-w.a-a.n-n.a-a.u-u.m-m.e-e.;7;7;4;;1;CV.CV.V.CV.;0
8;mno;mno.;m-m.n-n.o-o.;3;3;1;;1;CCV.;0
8;mimea;mi.me.a.;m-m.i-i.m-m.e-e.a-a.;5;5;3;;1;CV.CV.V.;0
8;mume;mu.me.;m-m.u-u.m-m.e-e.;4;4;2;;1;CV.CV.;0
8;mawe;ma.we.;m-m.a-a.w-w.e-e.;4;4;2;;1;CV.CV.;0
8;mema;me.ma.;m-m.e-e.m-m.a-a.;4;4;2;;1;CV.CV.;0
8;wema;we.ma.;w-w.e-e.m-m.a-a.;4;4;2;;1;CV.CV.;0
8;meno;me.no.;m-m.e-e.n-n.o-o.;4;4;2;;1;CV.CV.;0
8;maua;ma.u.a.;m-m.a-a.u-u.a-a.;4;4;3;;1;CV.V.V.;0
8;miwa;mi.wa.;m-m.i-i.w-w.a-a.;4;4;2;;1;CV.CV.;0
8;mmea;mme.a.;m-m.m-m.e-e.a-a.;4;4;2;;1;CCV.V.;0
8;mnamo;mna.mo.;m-m.n-n.a-a.m-m.o-o.;5;5;2;;1;CCV.CV.;0
8;mwa;mwa.;m-m.w-w.a-a.;3;3;1;;1;CCV.;0
8;mwana;mwa.na.;m-m.w-w.a-a.n-n.a-a.;5;5;2;;1;CCV.CV.;0
8;mwao;mwa.o.;m-m.w-w.a-a.o-o.;4;4;2;;1;CCV.V.;0
8;mwema;mwe.ma.;m-m.w-w.e-e.m-m.a-a.;5;5;2;;1;CCV.CV.;0
8;mwenu;mwe.nu.;m-m.w-w.e-e.n-n.u-u.;5;5;2;;1;CCV.CV.;0
9;machache;;m-m.a-a.ch-C.a-a.ch-C.e-e.;6;8;1;;0;;0
9;macho;;m-m.a-a.ch-C.o-o.;4;5;1;;0;;0
9;michache;;m-m.i-i.ch-C.a-a.ch-C.e-e.;6;8;1;;0;;0
9;mwananchi;;m-m.w-w.a-a.n-n.a-a.n-n.ch-C.i-i.;8;9;1;;0;;0
9;Wachina;;w-w.a-a.ch-C.i-i.n-n.a-a;6;7;1;;0;;1
9;uanachama;;u-u.a-a.n-n.a-a.ch-C.a-a.m-m.a-a;8;9;1;;0;;0
9;wanachama;;w-w.a-a.n-n.a-a.ch-C.a-a.m-m.a-a.;8;9;1;;0;;0
9;wananchi;;w-w.a-a.n-n.a-a.n-n.ch-C.i-i;7;8;1;;0;;0
9;ncha;;n-n.ch-C.a-a.;3;4;1;;0;;0
9;chuon;;ch-C.u-u.o-o.n-n.;4;5;1;;0;;0
9;uchumi;;u-u.ch-C.u-u.m-m.i-i.;5;6;1;;0;;0
9;wanainchi;;w-w.a-a.n-n.a-a.i-i.n-n.ch-C.i-i.;8;9;1;;0;;0
9;cha;Ca.;ch-C.a-a.;2;3;1;;1;CV.;0
9;che;Ce.;ch-C.e-e.;2;3;1;;1;CV.;0
9;chi;Ci.;ch-C.i-i.;2;3;1;;1;CV.;0
9;cho;Co.;ch-C.o-o.;2;3;1;;1;CV.;0
9;chu;Cu.;ch-C.u-u;2;3;1;;1;CV.;0
9;chini;Ci.ni.;ch-C.i-i.n-n.i-i.;4;5;2;;1;CV.CV.;0
9;chama;Ca.ma.;ch-C.a-a.m-m.a-a.;4;5;2;;1;CV.CV.;0
9;mechi;me.Ci.;m-m.e-e.ch-C.i-i.;4;5;2;;1;CV.CV.;0
9;machi;ma.Ci.;m-m.a-a.ch-C.i-i.;4;5;2;;1;CV.CV.;0
9;chache;Ca.Ce.;ch-C.a-a.ch-C.e-e.;4;6;2;;1;CV.CV.;0
9;chuma;Cu.ma.;ch-C.u-u.m-m.a-a.;4;5;2;;1;CV.CV.;0
9;chai;Ca.i.;ch-C.a-a.i-i.;3;4;2;;1;CV.V.;0
9;michuano;mi.Cu.a.no.;m-m.i-i.ch-C.u-u.a-a.n-n.o-o.;7;8;4;;1;CV.CV.V.CV.;0
9;chuoni;Cu.o.ni.;ch-C.u-u.o-o.n-n.i-i.;5;6;3;;1;CV.V.CV.;0
9;acha;a.Ca.;a-a.ch-C.a-a.;3;4;2;;1;V.CV.;0
9;chui;Cu.i.;ch-C.u-u.i-i.;3;4;2;;1;CV.V.;0
9;mchana;mCa.na.;m-m.ch-C.a-a.n-n.a-a.;5;6;2;;1;CCV.CV.;0
9;nchi;nCi.;n-n.ch-C.i-i.;3;4;1;;1;CCV.;0
9;nchini;nCi.ni.;n-n.ch-C.i-i.n-n.i-i.;5;6;2;;1;CCV.CV.;0
10;mawili;;m-m.a-a.w-w.i-i.l-l.i-i.;6;6;1;;0;;0
10;alama;;a-a.l-l.a-a.m-m.a-a.;5;5;1;;0;;0
10;aliacha;;a-a.l-l.i-i.a-a.ch-C.a-a.;6;7;1;;0;;0
10;aliamini;;a-a.l-l.i-i.a-a.m-m.i-i.n-n.i-i.;8;8;1;;0;;0
10;alimwoa;;a-a.l-l.i-i.m-m.w-w.o-o.a-a.;7;7;1;;0;;0
10;ameilewa;;a-a.m-m.e-e.i-i.l-l.e-e.w-w.a-a.;8;8;1;;0;;0
10;aliona;;a-a.l-l.i-i.o-o.n-n.a-a.;6;6;1;;0;;0
10;amelala;;a-a.m-m.e-e.l-l.a-a.l-l.a-a.;7;7;1;;0;;0
10;anaelewa;;a-a.n-n.a-a.e-e.l-l.e-e.w-w.a-a.;8;8;1;;0;;0
10;ilani;;i-i.l-l.a-a.n-n.i-i.;5;5;1;;0;;0
10;ileile;;i-i.l-l.e-e.i-i.l-l.e-e.;6;6;1;;0;;0
10;mamilioni;;m-m.a-a.m-m.i-i.l-l.i-i.o-o.n-n.i-i.;9;9;1;;0;;0
10;niliona;;n-n.i-i.l-l.i-i.o-o.n-n.a-a.;7;7;1;;0;;0
10;maalum;;m-m.a-a.a-a.l-l.u-u.m-m.;6;6;1;;0;;0
10;milimani;;m-m.i-i.l-l.i-i.m-m.a-a.n-n.i-i.;8;8;1;;0;;0
10;maili;;m-m.a-a.i-i.l-l.i-i.;5;5;1;;0;;0
10;nile;;n-n.i-i.l-l.e-e.;4;4;1;;0;;0
10;malimu;;m-m.a-a.l-l.i-i.m-m.u-u.;6;6;1;;0;;0
10;walimu;;w-w.a-a.l-l.i-i.m-m.u-u.;6;6;1;;0;;0
10;elimu;e.li.mu.;e-e.l-l.i-i.m-m.u-u.;5;5;3;;1;V.CV.CV.;0
10;ila;i.la.;i-i.l-l.a-a.;3;3;2;;1;V.CV.;0
10;ile;i.le.;i-i.l-l.e-e.;3;3;2;;1;V.CV.;0
10;ili;i.li.;i-i.l-l.i-i.;3;3;2;;1;V.CV.;0
10;la;la.;l-l.a-a.;2;2;1;;1;CV.;0
10;laini;la.i.ni.;l-l.a-a.i-i.n-n.i-i.;5;5;3;;1;CV.V.CV.;0
10;lami;la.mi.;l-l.a-a.m-m.i-i.;4;4;2;;1;CV.CV.;0
10;le;le.;l-l.e-e.;2;2;1;;1;CV.;0
10;leo;le.o.;l-l.e-e.o-o.;3;3;2;;1;CV.V.;0
10;li;li.;l-l.i-i.;2;2;1;;1;CV.;0
10;lile;li.le.;l-l.i-i.l-l.e-e.;4;4;2;;1;CV.CV.;0
10;limao;li.ma.o.;l-l.i-i.m-m.a-a.o-o.;5;5;3;;1;CV.CV.V.;0
10;lini;li.ni.;l-l.i-i.n-n.i-i.;4;4;2;;1;CV.CV.;0
10;lo;lo.;l-l.o-o.;2;2;1;;1;CV.;0
10;lu;lu.;l-l.u-u.;2;2;1;;1;CV.;0
10;meli;me.li.;m-m.e-e.l-l.i-i.;4;4;2;;1;CV.CV.;0
10;milima;mi.li.ma.;m-m.i-i.l-l.i-i.m-m.a-a.;6;6;3;;1;CV.CV.CV.;0
10;nalo;na.lo.;n-n.a-a.l-l.o-o.;4;4;2;;1;CV.CV.;0
10;ule;u.le.;u-u.l-l.e-e.;3;3;2;;1;V.CV.;0
10;ulimi;u.li.mi.;u-u.l-l.i-i.m-m.i-i.;5;5;3;;1;V.CV.CV.;0
10;ulio;u.li.o.;u-u.l-l.i-i.o-o.;4;4;3;;1;V.CV.V.;0
10;wala;wa.la.;w-w.a-a.l-l.a-a.;4;4;2;;1;CV.CV.;0
10;wale;wa.le.;w-w.a-a.l-l.e-e.;4;4;2;;1;CV.CV.;0
10;walio;wa.li.o.;w-w.a-a.l-l.i-i.o-o.;5;5;3;;1;CV.CV.V.;0
10;wawili;wa.wi.li.;w-w.a-a.w-w.i-i.l-l.i-i.;6;6;3;;1;CV.CV.CV.;0
10;wamelala;wa.me.la.la.;w-w.a-a.m-m.e-e.l-l.a-a.l-l.a-a.;8;8;4;;1;CV.CV.CV.CV.;0
10;mchele;mCe.le.;m-m.ch-C.e-e.l-l.e-e.;5;6;2;;1;CCV.CV.;0
10;mle;mle.;m-m.l-l.e-e.;3;3;1;;1;CCV.;0
10;mlima;mli.ma.;m-m.l-l.i-i.m-m.a-a.;5;5;2;;1;CCV.CV.;0
10;mlo;mlo.;m-m.l-l.o-o.;3;3;1;;1;CCV.;0
10;mwalimu;mwa.li.mu.;m-m.w-w.a-a.l-l.i-i.m-m.u-u.;7;7;3;;1;CCV.CV.CV.;0
10;mwili;mwi.li.;m-m.w-w.i-i.l-l.i-i.;5;5;2;;1;CCV.CV.;0
11;anayo;;a-a.n-n.a-a.y-y.o-o.;5;5;1;;0;;0
11;inayo;;i-i.n-n.a-a.y-y.o-o.;5;5;1;;0;;0
11;iyo;;i-i.y-y.o-o.;3;3;1;;0;;0
11;yamo;;y-y.a-a.m-m.o-o.;4;4;1;;0;;0
11;yeye;ye.ye.;y-y.e-e.y-y.e-e.;4;4;2;;1;CV.CV.;0
11;yaani;ya.a.ni.;y-y.a-a.a-a.n-n.i-i.;5;5;3;;1;CV.V.CV.;0
11;moyo;mo.yo.;m-m.o-o.y-y.o-o.;4;4;2;;1;CV.CV.;0
11;yale;ya.le.;y-y.a-a.l-l.e-e.;4;4;2;;1;CV.CV.;0
11;yule;yu.le.;y-y.u-u.l-l.e-e.;4;4;2;;1;CV.CV.;0
11;nayo;na.yo.;n-n.a-a.y-y.o-o.;4;4;2;;1;CV.CV.;0
11;iliyo;i.li.yo.;i-i.l-l.i-i.y-y.o-o.;5;5;3;;1;V.CV.CV.;0
11;yenu;ye.nu.;y-y.e-e.n-n.u-u.;4;4;2;;1;CV.CV.;0
11;aliye;a.li.ye.;a-a.l-l.i-i.y-y.e-e.;5;5;3;;1;V.CV.CV.;0
11;yaliyo;ya.li.yo.;y-y.a-a.l-l.i-i.y-y.o-o.;6;6;3;;1;CV.CV.CV.;0
11;yana;ya.na.;y-y.a-a.n-n.a-a.;4;4;2;;1;CV.CV.;0
11;yawe;ya.we.;y-y.a-a.w-w.e-e.;4;4;2;;1;CV.CV.;0
11;yai;ya.i.;y-y.a-a.i-i.;3;3;2;;1;CV.V.;0
11;anaye;a.na.ye.;a-a.n-n.a-a.y-y.e-e.;5;5;3;;1;V.CV.CV.;0
11;wanayo;wa.na.yo.;w-w.a-a.n-n.a-a.y-y.o-o.;6;6;3;;1;CV.CV.CV.;0
11;yanayo;ya.na.yo.;y-y.a-a.n-n.a-a.y-y.o-o.;6;6;3;;1;CV.CV.CV.;0
11;you;yo.u.;y-y.o-o.u-u.;3;3;2;;1;CV.V.;0
11;ya;ya.;y-y.a-a.;2;2;1;;1;CV.;0
11;ye;ye.;y-y.e-e.;2;2;1;;1;CV.;0
11;yi;yi.;y-y.i-i.;2;2;1;;1;CV.;0
11;yo;yo.;y-y.o-o.;2;2;1;;1;CV.;0
11;yu;yu.;y-y.u-u.;2;2;1;;1;CV.;0
11;aliyo;a.li.yo.;a-a.l-l.i-i.y-y.o-o.;5;5;3;;1;V.CV.CV.;0
11;yumo;yu.mo.;y-y.u-u.m-m.o-o.;4;4;2;;1;CV.CV.;0
11;waliyo;wa.li.yo.;w-w.a-a.l-l.i-i.y-y.o-o.;6;6;3;;1;CV.CV.CV.;0
11;yaleyale;ya.le.ya.le.;y-y.a-a.l-l.e-e.y-y.a-a.l-l.e-e.;8;8;4;;1;CV.CV.CV.CV.;0
12;musa;;m-m.u-u.s-s.a-a.;4;4;1;;0;;0
12;amesema;;a-a.m-m.e-e.s-s.e-e.m-m.a-a.;7;7;1;;0;;0
12;asilia;;a-a.s-s.i-i.l-l.i-i.a-a.;6;6;1;;0;;0
12;asilimia;;a-a.s-s.i-i.l-l.i-i.m-m.i-i.a-a.;8;8;1;;0;;0
12;leseni;;l-l.e-e.s-s.e-e.n-n.i-i.;6;6;1;;0;;0
12;maliasili;;m-m.a-a.l-l.i-i.a-a.s-s.i-i.l-l.i-i.;9;9;1;;0;;0
12;masomo;;m-m.a-a.s-s.o-o.m-m.o-o.;6;6;1;;0;;0
12;maswali;;m-m.a-a.s-s.w-w.a-a.l-l.i-i.;7;7;1;;0;;0
12;misa;;m-m.i-i.s-s.a-a.;4;4;1;;0;;0
12;msanii;;m-m.s-s.a-a.n-n.i-i.i-i.;6;6;1;;0;;0
12;es;;e-e.s-s.;;;;;0;;1
12;Salaam;;s-s.a-a.l-l.a-a.a-a.m-m.;;;;;0;;1
12;amesoma;;a-a.m-m.e-e.s-s.o-o.m-m.a-a.;7;7;1;;0;;0
12;Msasani;;m-m.s-s.a-a.s-s.a-a.n-n.i-i.;7;7;1;;0;;1
12;sio;;s-s.i-i.o-o.;3;3;1;;0;;0
12;sana;sa.na.;s-s.a-a.n-n.a-a.;4;4;2;;1;CV.CV.;0
12;sasa;sa.sa.;s-s.a-a.s-s.a-a.;4;4;2;;1;CV.CV.;0
12;sa;sa.;s-s.a-a.;2;2;1;;1;CV.;0
12;se;se.;s-s.e-e.;2;2;1;;1;CV.;0
12;si;si.;s-s.i-i.;2;2;1;;1;CV.;0
12;so;so.;s-s.o-o.;2;2;1;;1;CV.;0
12;su;su.;s-s.u-u.;2;2;1;;1;CV.;0
12;sawa;sa.wa.;s-s.a-a.w-w.a-a.;4;4;2;;1;CV.CV.;0
12;alisema;a.li.se.ma.;a-a.l-l.i-i.s-s.e-e.m-m.a-a.;7;7;4;;1;V.CV.CV.CV.;0
12;sisi;si.si.;s-s.i-i.s-s.i-i.;4;4;2;;1;CV.CV.;0
12;simu;si.mu.;s-s.i-i.m-m.u-u.;4;4;2;;1;CV.CV.;0
12;nusu;nu.su.;n-n.u-u.s-s.u-u.;4;4;2;;1;CV.CV.;0
12;wasio;wa.si.o.;w-w.a-a.s-s.i-i.o-o.;5;5;3;;1;CV.CV.V.;0
12;uso;u.so.;u-u.s-s.o-o.;3;3;2;;1;V.CV.;0
12;wanasema;wa.na.se.ma.;w-w.a-a.n-n.a-a.s-s.e-e.m-m.a-a.;8;8;4;;1;CV.CV.CV.CV.;0
12;masaa;ma.sa.a.;m-m.a-a.s-s.a-a.a-a.;5;5;3;;1;CV.CV.V.;0
12;sina;si.na.;s-s.i-i.n-n.a-a.;4;4;2;;1;CV.CV.;0
12;nasi;na.si.;n-n.a-a.s-s.i-i.;4;4;2;;1;CV.CV.;0
12;wasichana;wa.si.Ca.na.;w-w.a-a.s-s.i-i.ch-C.a-a.n-n.a-a.;8;9;4;;1;CV.CV.CV.CV.;0
12;salamu;sa.la.mu.;s-s.a-a.l-l.a-a.m-m.u-u.;6;6;3;;1;CV.CV.CV.;0
12;asiye;a.si.ye.;a-a.s-s.i-i.y-y.e-e.;5;5;3;;1;V.CV.CV.;0
12;soma;so.ma.;s-s.o-o.m-m.a-a.;4;4;2;;1;CV.CV.;0
12;walisema;wa.li.se.ma.;w-w.a-a.l-l.i-i.s-s.e-e.m-m.a-a.;8;8;4;;1;CV.CV.CV.CV.;0
12;sanamu;sa.na.mu.;s-s.a-a.n-n.a-a.m-m.u-u.;6;6;3;;1;CV.CV.CV.;0
12;asema;a.se.ma.;a-a.s-s.e-e.m-m.a-a.;5;5;3;;1;V.CV.CV.;0
12;misuli;mi.su.li.;m-m.i-i.s-s.u-u.l-l.i-i.;6;6;3;;1;CV.CV.CV.;0
12;asali;a.sa.li.;a-a.s-s.a-a.l-l.i-i.;5;5;3;;1;V.CV.CV.;0
12;almasi;a.lma.si.;a-a.l-l.m-m.a-a.s-s.i-i.;6;6;3;;1;V.CCV.CV.;0
12;usome;u.so.me.;u-u.s-s.o-o.m-m.e-e.;5;5;3;;1;V.CV.CV.;0
12;wamesema;wa.me.se.ma.;w-w.a-a.m-m.e-e.s-s.e-e.m-m.a-a.;8;8;4;;1;CV.CV.CV.CV.;0
12;niseme;ni.se.me.;n-n.i-i.s-s.e-e.m-m.e-e.;6;6;3;;1;CV.CV.CV.;0
12;anasoma;a.na.so.ma.;a-a.n-n.a-a.s-s.o-o.m-m.a-a.;7;7;4;;1;V.CV.CV.CV.;0
12;nimesoma;ni.me.so.ma.;n-n.i-i.m-m.e-e.s-s.o-o.m-m.a-a.;8;8;4;;1;CV.CV.CV.CV.;0
12;umesema;u.me.se.ma.;u-u.m-m.e-e.s-s.e-e.m-m.a-a.;7;7;4;;1;V.CV.CV.CV.;0
12;msichana;msi.Ca.na.;m-m.s-s.i-i.ch-C.a-a.n-n.a-a.;7;8;3;;1;CCV.CV.CV.;0
12;msimu;msi.mu.;m-m.s-s.i-i.m-m.u-u.;5;5;2;;1;CCV.CV.;0
12;sayansi;sa.ya.nsi.;s-s.a-a.y-y.a-a.n-n.s-s.i-i.;7;7;3;;1;CV.CV.CCV.;0
12;mwanasayansi;mwa.na.sa.ya.nsi.;m-m.w-w.a-a.n-n.a-a.s-s.a-a.y-y.a-a.n-n.s-s.i-i.;12;12;5;;1;CCV.CV.CV.CV.CCV.;0
13;Nora;;n-n.o-o.r-r.a-a.;4;4;1;;0;;1
13;mira;;m-m.i-i.r-r.a-a.;4;4;1;;0;;0
13;amri;;a-a.m-m.r-r.i-i.;4;4;1;;0;;0
13;Sara;;s-s.a-a.r-r.a-a.;4;4;1;;0;;1
13;raia;;r-r.a-a.i-i.a-a.;4;4;1;;0;;0
13;Rosa;;r-r.o-o.s-s.a-a.;4;4;1;;0;;1
13;Nyerere;;n-n.y-y.e-e.r-r.e-e.r-r.e-e.;7;7;1;;0;;1
13;malaria;;m-m.a-a.l-l.a-a.r-r.i-i.a-a.;7;7;1;;0;;0
13;ra;ra.;r-r.a-a.;2;2;1;;1;CV.;0
13;re;re.;r-r.e-e.;2;2;1;;1;CV.;0
13;ri;ri.;r-r.i-i.;2;2;1;;1;CV.;0
13;ro;ro.;r-r.o-o.;2;2;1;;1;CV.;0
13;ru;ru.;r-r.u-u.;2;2;1;;1;CV.;0
13;siri;si.ri.;s-s.i-i.r-r.i-i.;4;4;2;;1;CV.CV.;0
13;reli;re.li.;r-r.e-e.l-l.i-i.;4;4;2;;1;CV.CV.;0
13;imara;i.ma.ra.;i-i.m-m.a-a.r-r.a-a.;5;5;3;;1;V.CV.CV.;0
13;sayari;sa.ya.ri.;s-s.a-a.y-y.a-a.r-r.i-i.;6;6;3;;1;CV.CV.CV.;0
13;riwaya;ri.wa.ya.;r-r.i-i.w-w.a-a.y-y.a-a.;6;6;3;;1;CV.CV.CV.;0
13;ramani;ra.ma.ni.;r-r.a-a.m-m.a-a.n-n.i-i.;6;6;3;;1;CV.CV.CV.;0
