LESSON;ORTHOGRAPHY;PHONOLOGY;GPMATCH;NB GRAPH;NB LET;NB SYLL;AUDIOFILE NAME;IS WORD;SYLLABIC STRUCTURE;PROPER NAME
23;douze;;d-d.ou-u.z-z.e-#;;;;Word_douze;;;0
23;du;;d-d.u-y;;;;Word_du;;;0
23;duré;;d-d.u-y.r-R.é-e;;;;Word_dursym002;;;0
23;dune;;d-d.u-y.n-n.e-#;;;;Word_dune;;;0
23;dur;;d-d.u-y.r-R;;;;Word_dur;;;0
23;foudre;;f-f.ou-u.d-d.r-R.e-#;;;;Word_foudre;;;0
23;idée;;i-i.d-d.é-e.e-#;;;;Word_idsym002e;;;0
23;lundi;;l-l.un-1.d-d.i-i;;;;Word_lundi;;;0
23;limonade;;l-l.i-i.m-m.o-o.n-n.a-a.d-d.e-#;;;;Word_limonade;;;0
23;lourde;;l-l.ou-u.r-R.d-d.e-#;;;;Word_lourde;;;0
23;madame;;m-m.a-a.d-d.a-a.m-m.e-#;;;;Word_madame;;;0
23;malade;;m-m.a-a.l-l.a-a.d-d.e-#;;;;Word_malade;;;0
23;mardi;;m-m.a-a.r-R.d-d.i-i;;;;Word_mardi;;;0
23;midi;;m-m.i-i.d-d.i-i;;;;Word_midi;;;0
23;moutarde;;m-m.ou-u.t-t.a-a.r-R.d-d.e-#;;;;Word_moutarde;;;0
23;odeur;;o-o.d-d.eu-9.r-R;;;;Word_odeur;;;0
23;radis;;r-R.a-a.d-d.i-i.s-#;;;;Word_radis;;;0
23;radio;;r-R.a-a.d-d.i-j.o-o;;;;Word_radio;;;0
23;salade;;s-s.a-a.l-l.a-a.d-d.e-#;;;;Word_salade;;;0
23;samedi;;s-s.a-a.m-m.e-#.d-d.i-i;;;;Word_samedi;;;0
23;sardine;;s-s.a-a.r-R.d-d.i-i.n-n.e-#;;;;Word_sardine;;;0
23;solide;;s-s.o-o.l-l.i-i.d-d.e-#;;;;Word_solide;;;0
23;sud;;s-s.u-y.d-d;;;;Word_sud;;;0
23;jeudi;;j-Z.eu-2.d-d.i-i;;;;Word_jeudi;;;0
23;judo;;j-Z.u-y.d-d.o-o;;;;Word_judo;;;0
23;tarde;;t-t.a-a.r-R.d-d.e-*;;;;-;;;0
23;mordu;;m-m.o-o.r-R.d-d.u-y;;;;-;;;0
9;miam;;m-m.i-i.a-a.m-m;;;;-;;;0
23;Médor;;m-m.é-e.d-d.o-o.r-R;;;;-;;;1
23;Élodie;;é-e.l-l.o-o.d-d.i-i.e-#;;;;-;;;1
23;dort;;d-d.o-o.r-R.t-#;;;;-;;;0
23;Dumas;;d-d.u-y.m-m.a-a.s-#;;;;-;;;1
22;tousse;;t-t.ou-u.ss-s.e-#;;;;-;;;0
22;trousse;;t-t.r-R.ou-u.ss-s.e-#;;;;-;;;0
13;sommes;;s-s.o-o.mm-m.e-#.s-#;;;;-;;;0
23;solides;;s-s.o-o.l-l.i-i.d-d.e-#.s-s;;;;-;;;0
24;accroche;;a-a.cc-k.r-R.o-o.ch-S.e-#;;;;Word_accroche;;;0
24;avocat;;a-a.v-v.o-o.c-k.a-a.t-#;;;;Word_avocat;;;0
24;acteur;;a-a.c-k.t-t.eu-9.r-R;;;;Word_acteur ;;;0
24;activité;;a-a.c-k.t-t.i-i.v-v.i-i.t-t.é-e;;;;Word_activitsym002;;;0
24;active;;a-a.c-k.t-t.i-i.v-v.e-#;;;;Word_active;;;0
24;arc;;a-a.r-R.c-k;;;;Word_arc;;;0
24;délicate;;d-d.é-e.l-l.i-i.c-k.a-a.t-t.e-#;;;;Word_dsym002licate;;;0
24;dictée;;d-d.i-i.c-k.t-t.é-e.e-#;;;;Word_dictsym002e;;;0
24;docteur;;d-d.o-o.c-k.t-t.eu-9.r-R;;;;Word_docteur ;;;0
24;éclat;;é-e.c-k.l-l.a-a.t-#;;;;Word_sym002clat;;;0
24;école;;é-e.c-k.o-o.l-l.e-#;;;;Word_sym002cole;;;0
24;écriture;;é-e.c-k.r-R.i-i.t-t.u-y.r-R.e-#;;;;Word_sym002criture;;;0
24;écrire;;é-e.c-k.r-R.i-i.r-R.e-#;;;;Word_sym002crire;;;0
24;cuivre;;c-k.u-8.i-i.v-v.r-R.e-#;;;;Word_cuivre;;;0
24;cuir;;c-k.u-8.i-i.r-R;;;;Word_cuir;;;0
24;cuisse;;c-k.u-8.i-i.ss-s.e-#;;;;Word_cuisse;;;0
24;cuite;;c-k.u-8.i-i.t-t.e-#;;;;Word_cuite;;;0
24;chocolat;;ch-S.o-o.c-k.o-o.l-l.a-a.t-#;;;;-;;;0
24;café;;c-k.a-a.f-f.é-e;;;;Word_cafsym002;;;0
24;cacao;;c-k.a-a.c-k.a-a.o-o;;;;Word_cacao;;;0
24;caméra;;c-k.a-a.m-m.é-e.r-R.a-a;;;;Word_camsym002ra;;;0
24;canari;;c-k.a-a.n-n.a-a.r-R.i-i;;;;Word_canari;;;0
24;carafe;;c-k.a-a.r-R.a-a.f-f.e-#;;;;Word_carafe;;;0
24;carré;;c-k.a-a.rr-R.é-e;;;;Word_carrsym002;;;0
24;carrosse;;c-k.a-a.rr-R.o-o.ss-s.e-#;;;;Word_carosse;;;0
24;carotte;;c-k.a-a.r-R.o-o.tt-t.e-#;;;;Word_carotte;;;0
24;cactus;;c-k.a-a.c-k.t-t.u-y.s-s;;;;Word_cactus;;;0
24;calcul;;c-k.a-a.l-l.c-k.u-y.l-l;;;;Word_calcul;;;0
24;calme;;c-k.a-a.l-l.m-m.e-#;;;;Word_calme;;;0
24;carte;;c-k.a-a.r-R.t-t.e-#;;;;Word_carte;;;0
24;cascade;;c-k.a-a.s-s.c-k.a-a.d-d.e-#;;;;Word_cascade;;;0
24;castor;;c-k.a-a.s-s.t-t.o-o.r-R;;;;Word_castor;;;0
24;cave;;c-k.a-a.v-v.e-#;;;;Word_cave;;;0
24;classe;;c-k.l-l.a-a.ss-s.e-#;;;;Word_classe;;;0
24;clé;;c-k.l-l.é-e;;;;Word_clsym002;;;0
24;cloche;;c-k.l-l.o-o.ch-S.e-#;;;;Word_cloche;;;0
24;clou;;c-k.l-l.ou-u;;;;Word_clou;;;0
24;coco;;c-k.o-o.c-k.o-o;;;;Word_coco;;;0
24;corne;;c-k.o-o.r-R.n-n.e-#;;;;Word_corne;;;0
24;cri;;c-k.r-R.i-i;;;;Word_cri;;;0
24;crocodile;;c-k.r-R.o-o.c-k.o-o.d-d.i-i.l-l.e-#;;;;Word_crocodile;;;0
24;cru;;c-k.r-R.u-y;;;;Word_cru;;;0
24;cou;;c-k.ou-u;;;;Word_cou;;;0
24;coucou;;c-k.ou-u.c-k.ou-u;;;;Word_coucou;;;0
24;courir;;c-k.ou-u.r-R.i-i.r-R;;;;Word_courir;;;0
24;coude;;c-k.ou-u.d-d.e-#;;;;Word_coude;;;0
24;culotte;;c-k.u-y.l-l.o-o.tt-t.e-#;;;;Word_culotte;;;0
24;lac;;l-l.a-a.c-k;;;;Word_lac ;;;0
24;sac;;s-s.a-a.c-k;;;;Word_sac;;;0
13;mare;;m-m.a-a.r-R.e-#;;;;-;;;0
24;corde;;c-k.o-o.r-R.d-d.e-*;;;;-;;;0
22;Martine;;m-m.a-a.r-R.t-t.i-i.n-n.e-#;;;;-;;;1
22;tiré;;t-t.i-i.r-R.é-e;;;;-;;;0
24;Nicolas;;n-n.i-i.c-k.o-o.l-l.a-a.s-#;;;;-;;;1
16;avale;;a-a.v-v.a-a.l-l.e-#;;;;-;;;0
24;sucré;;s-s.u-y.c-k.r-R.é-e;;;;-;;;0
;lis;;l-l.i-i.s-#;;;;-;;;0
;cache;;c-k.a-a.ch-S.e-#;;;;-;;;0
;écris;;é-e.c-k.r-R.i-i.s-#;;;;-;;;0
;crocheté;;c-k.r-R.o-o.ch-S.e-*.t-t.é-e;;;;-;;;0
;serrure;;s-s.e-*.rr-R.u-y.r-R.e-#;;;;Word_serrure;;;0
;Eric;;é-e.r-R.i-i.c-k;;;;-;;;1
;cane;;c-k.a-a.n-n.e-#;;;;-;;;0
;Corinne;;c-k.o-o.r-R.i-i.nn-n.e-#;;;;-;;;1
;pu;;p-p.u-y;;;;Word_pu;;;0
;épi;;é-e.p-p.i-i;;;;Word_sym002pi;;;0
;peu;;p-p.eu-2;;;;Word_peu;;;0
;pas;;p-p.a-a.s-#;;;;Word_pas;;;0
;pie;;p-p.i-i.e-#;;;;Word_pie;;;0
;pic;;p-p.i-i.c-k;;;;Word_pic;;;0
;pli;;p-p.l-l.i-i;;;;Word_pli;;;0
;plu;;p-p.l-l.u-y;;;;Word_plu;;;0
;pré;;p-p.r-R.é-e;;;;Word_prsym002;;;0
;papa;;p-p.a-a.p-p.a-a;;;;Word_papa;;;0
;parc;;p-p.a-a.r-R.c-k;;;;Word_parc;;;0
;pile;;p-p.i-i.l-l.e-#;;;;Word_pile;;;0
;poli;;p-p.o-o.l-l.i-i;;;;Word_poli;;;0
;prix;;p-p.r-R.i-i.x-#;;;;Word_prix;;;0
;poux;;p-p.ou-u.x-#;;;;Word_poux;;;0
;pour;;p-p.ou-u.r-R;;;;Word_pour;;;0
;jupe;;j-Z.u-y.p-p.e-#;;;;Word_jupe;;;0
;nappe;;n-n.a-a.pp-p.e-#;;;;Word_nappe;;;0
;petit;;p-p.e-*.t-t.i-i.t-#;;;;Word_petit;;;0
;piste;;p-p.i-i.s-s.t-t.e-#;;;;Word_piste ;;;0
;crie;;c-k.r-R.i-i.e-#;;;;-;;;0
;piano;;p-p.i-j.a-a.n-n.o-o;;;;Word_piano;;;0
;plume;;p-p.l-l.u-y.m-m.e-#;;;;Word_plume ;;;0
;poche;;p-p.o-o.ch-S.e-#;;;;Word_poche ;;;0
;privé;;p-p.r-R.i-i.v-v.é-e;;;;Word_privsym002;;;0
;prune;;p-p.r-R.u-y.n-n.e-#;;;;Word_prune;;;0
;poule;;p-p.ou-u.l-l.e-#;;;;Word_poule;;;0
;purée;;p-p.u-y.r-R.é-e.e-#;;;;Word_pursym002e;;;0
;tapis;;t-t.a-a.p-p.i-i.s-#;;;;Word_tapis ;;;0
;départ;;d-d.é-e.p-p.a-a.r-R.t-#;;;;Word_dsym002part;;;0
;canapé;;c-k.a-a.n-n.a-a.p-p.é-e;;;;Word_canapsym002;;;0
;pédale;;p-p.é-e.d-d.a-a.l-l.e-#;;;;Word_psym002dale;;;0
;pétale;;p-p.é-e.t-t.a-a.l-l.e-#;;;;Word_psym002tale ;;;0
;pilote;;p-p.i-i.l-l.o-o.t-t.e-#;;;;Word_pilote;;;0
;pirate;;p-p.i-i.r-R.a-a.t-t.e-#;;;;Word_pirate ;;;0
;proche;;p-p.r-R.o-o.ch-S.e-#;;;;Word_proche;;;0
;poudre;;p-p.ou-u.d-d.r-R.e-#;;;;Word_poudre;;;0
;poupée;;p-p.ou-u.p-p.é-e.e-#;;;;Word_poupsym002e;;;0
;rapide;;r-R.a-a.p-p.i-i.d-d.e-#;;;;Word_rapide ;;;0
;soupir;;s-s.ou-u.p-p.i-i.r-R;;;;Word_soupir;;;0
;toupie;;t-t.ou-u.p-p.i-i.e-#;;;;Word_toupie;;;0
;tulipe;;t-t.u-y.l-l.i-i.p-p.e-#;;;;Word_tulipe;;;0
;attrape;;a-a.tt-t.r-R.a-a.p-p.e-#;;;;Word_attrape;;;0
;disparu;;d-d.i-i.s-s.p-p.a-a.r-R.u-y;;;;Word_disparu;;;0
;épluche;;é-e.p-p.l-l.u-y.ch-S.e-#;;;;Word_sym002pluche;;;0
;peluche;;p-p.e-*.l-l.u-y.ch-S.e-#;;;;Word_peluche ;;;0
;parfumé;;p-p.a-a.r-R.f-f.u-y.m-m.é-e;;;;Word_parfumsym002;;;0
;repartir;;r-R.e-*.p-p.a-a.r-R.t-t.i-i.r-R;;;;Word_repartie ;;;0
;chapitre;;ch-S.a-a.p-p.i-i.t-t.r-R.e-#;;;;Word_chapitre ;;;0
;parachute;;p-p.a-a.r-R.a-a.ch-S.u-y.t-t.e-#;;;;Word_parachute;;;0
;court;;c-k.ou-u.r-R.t-#;;;;-;;;0
;Cléo;;c-k.l-l.é-e.o-o;;;;-;;;1
;porte;;p-p.o-o.r-R.t-t.e-*;;;;-;;;0
;cravate;;c-k.r-R.a-a.v-v.a-a.t-t.e-#;;;;-;;;0
;Papi;;p-p.a-a.p-p.i-i;;;;-;;;1
;papote;;p-p.a-a.p-p.o-o.t-t.e-#;;;;-;;;0
;pipe;;p-p.i-i.p-p.e-#;;;;-;;;0
;pousse;;p-p.ou-u.ss-s.e-#;;;;-;;;0
;Mami;;m-m.a-a.m-m.i-i;;;;-;;;1
;ramasses;;r-R.a-a.m-m.a-a.ss-s.e-#.s-#;;;;-;;;0
;rit;;r-R.i-i.t-#;;;;-;;;0
;Paolo;;p-p.a-a.o-o.l-l.o-o;;;;-;;;1
;coudre;;c-k.ou-u.d-d.r-R.e-*;;;;-;;;0
;Pédro;;p-p.é-e.d-d.r-R.o-o;;;;-;;;1
;peut;;p-p.eu-2.t-#;;;;-;;;0
;passe;;p-p.a-a.ss-s.e-#;;;;-;;;0
;par;;p-p.a-a.r-R;;;;-;;;0
;postale;;p-p.o-o.s-s.t-t.a-a.l-l.e-#;;;;-;;;0
;picore;;p-p.i-i.c-k.o-o.r-R.e-#;;;;-;;;0
;canne;;c-k.a-a.nn-n.e-#;;;;-;;;0
;cassé;;c-k.a-a.ss-s.é-e;;;;-;;;0
;pot;;p-p.o-o.t-#;;;;-;;;0
;applique;;a-a.pp-p.l-l.i-i.qu-k.e-#;;;;Word_applique ;;;0
;attaqué;;a-a.tt-t.a-a.qu-k.é-e;;;;Word_attaqusym002;;;0
;disque;;d-d.i-i.s-s.qu-k.e-#;;;;Word_disque;;;0
;équipe;;é-e.qu-k.i-i.p-p.e-#;;;;Word_sym002quipe;;;0
;élastique;;é-e.l-l.a-a.s-s.t-t.i-i.qu-k.e-#;;;;Word_sym002lastique ;;;0
;que;;qu-k.e-*;;;;Word_que ;;;0
;quatorze;;qu-k.a-a.t-t.o-o.r-R.z-z.e-#;;;;Word_quatorze;;;0
;quart;;qu-k.a-a.r-R.t-#;;;;-;;;0
;quatre;;qu-k.a-a.t-t.r-R.e-#;;;;Word_quatre;;;0
;casque;;c-k.a-a.s-s.qu-k.e-#;;;;Word_casque ;;;0
;qui;;qu-k.i-i;;;;Word_qui;;;0
;quitte;;qu-k.i-i.tt-t.e-#;;;;Word_quite;;;0
;claque;;c-k.l-l.a-a.qu-k.e-#;;;;Word_claque ;;;0
;coquelicot;;c-k.o-o.qu-k.e-#.l-l.i-i.c-k.o-o.t-#;;;;Word_coquelicot;;;0
;coq;;c-k.o-o.q-k;;;;Word_coq;;;0
;mûres;;m-m.û-u.r-R.e-#.s-#;;;;-;;;0
;liquide;;l-l.i-i.qu-k.i-i.d-d.e-#;;;;Word_liquide;;;0
;mécanique;;m-m.é-e.c-k.a-a.n-n.i-i.qu-k.e-#;;;;Word_msym002canique;;;0
;moustique;;m-m.ou-u.s-s.t-t.i-i.qu-k.e-#;;;;Word_moustique ;;;0
;nuque;;n-n.u-y.qu-k.e-#;;;;Word_nuque;;;0
;panique;;p-p.a-a.n-n.i-i.qu-k.e-#;;;;Word_panique ;;;0
;pique;;p-p.i-i.qu-k.e-#;;;;Word_pique ;;;0
;plastique;;p-p.l-l.a-a.s-s.t-t.i-i.qu-k.e-#;;;;Word_plastique ;;;0
;risque;;r-R.i-i.s-s.qu-k.e-#;;;;Word_risque ;;;0
;chaque;;ch-S.a-a.qu-k.e-#;;;;Word_chaque ;;;0
;square;;s-s.qu-k.a-a.r-R.e-#;;;;Word_square ;;;0
;unique;;u-y.n-n.i-i.qu-k.e-#;;;;Word_unique ;;;0
;quiche;;qu-k.i-i.ch-S.e-#;;;;-;;;0
;tout;;t-t.ou-u.t-t;;;;-;;;0
;dévoré;;d-d.é-e.v-v.o-o.r-R.é-e;;;;-;;;0
;donnes;;d-d.o-o.nn-n.e-#.s-#;;;;-;;;0
;casse;;c-k.a-a.ss-s.e-#;;;;-;;;0
;Véronique;;v-v.é-e.r-R.o-o.n-n.i-i.qu-k.e-#;;;;-;;;1
;croqué;;c-k.r-R.o-o.qu-k.é-e;;;;-;;;0
;fruits;;f-f.r-R.u-y.i-i.t-#.s-#;;;;-;;;0
;puis;;p-p.u-y.i-i.s-#;;;;-;;;0
;nectarines;;n-n.e-*.c-k.t-t.a-a.r-R.i-i.n-n.e-#.s-#;;;;-;;;0
;remarqué;;r-R.e-*.m-m.a-a.r-R.qu-k.é-e;;;;-;;;0
;quel;;qu-k.e-*.l-l;;;;-;;;0
;drame;;d-d.r-R.a-a.m-m.e-#;;;;-;;;0
;masque;;m-m.a-a.s-s.qu-k.e-#;;;;-;;;0
;carnaval;;c-k.a-a.r-R.n-n.v-v.a-a.l-l;;;;-;;;0
;Jacques;;j-Z.a-a.c-k.qu-k.e-#.s-#;;;;-;;;1
;poétique;;p-p.o-o.é-e.t-t.i-i.qu-k.e-#;;;;-;;;0
;Dominique;;d-d.o-o.m-m.i-i.n-n.i-i.qu-k.e-#;;;;-;;;1
;taquine;;t-t.a-a.qu-k.i-i.n-n.e-#;;;;-;;;0
;copine;;c-k.o-o.p-p.i-i.n-n.e-#;;;;-;;;0
;bout;;b-b.ou-u.t-#;;;;-;;;0
;abri;;a-a.b-b.r-R.i-i;;;;Word_abri;;;0
;abricot;;a-a.b-b.r-R.i-i.c-k.o-o.t-#;;;;Word_abricot;;;0
;arbre;;a-a.r-R.b-b.r-R.e-#;;;;Word_arbe;;;0
;donne;;d-d.o-o.nn-n.e-#;;;;-;;;0
;arbuste;;a-a.r-R.b-b.u-y.s-s.t-t.e-#;;;;Word_arbuste;;;0
;beurre;;b-b.eu-9.rr-R.e-#;;;;Word_beurre;;;0
;bas;;b-b.a-a.s-#;;;;Word_bas;;;0
;banane;;b-b.a-a.n-n.a-a.n-n.e-#;;;;Word_banane;;;0
;battre;;b-b.a-a.tt-t.r-R.e-#;;;;Word_battre;;;0
;bazar;;b-b.a-a.z-z.a-a.r-R;;;;Word_bazar;;;0
;bac;;b-b.a-a.c-k;;;;Word_bac;;;0
;balle;;b-b.a-a.ll-l.e-#;;;;Word_balle ;;;0
;barbe;;b-b.a-a.r-R.b-b.e-#;;;;Word_barbe;;;0
;bébé;;b-b.é-e.b-b.é-e;;;;Word_bsym002bsym002;;;0
;bizarre;;b-b.i-i.z-z.a-a.rr-R.e-#;;;;Word_bizarre;;;0
;bijou;;b-b.i-i.j-Z.ou-u;;;;Word_bijou;;;0
;biche;;b-b.i-i.ch-S.e-#;;;;Word_biche ;;;0
;biscuit;;b-b.i-i.s-s.c-k.u-8.i-i.t-#;;;;Word_biscuit;;;0
;bleu;;b-b.l-l.eu-2;;;;Word_bleu;;;0
;blé;;b-b.l-l.é-e;;;;Word_blsym002;;;0
;boa;;b-b.o-o.a-a;;;;Word_boa;;;0
;bol;;b-b.o-o.l-l;;;;Word_bol;;;0
;brebis;;b-b.r-R.e-*.b-b.i-i.s-#;;;;Word_brebis;;;0
;brun;;b-b.r-R.un-1;;;;Word_brune;;;0
;bravo;;b-b.r-R.a-a.v-v.o-o;;;;Word_bravo;;;0
;brique;;b-b.r-R.i-i.qu-k.e-#;;;;Word_brique ;;;0
;brosse;;b-b.r-R.o-o.ss-s.e-#;;;;Word_brosse;;;0
;brume;;b-b.r-R.u-y.m-m.e-#;;;;Word_brume;;;0
;brune;;b-b.r-R.u-y.n-n.e-#;;;;Word_brune;;;0
;boucle;;b-b.ou-u.c-k.l-l.e-#;;;;Word_boucle;;;0
;bouche;;b-b.ou-u.ch-S.e-#;;;;Word_bouche ;;;0
;boucherie;;b-b.ou-u.ch-S.e-#.r-R.i-i.e-#;;;;Word_boucherie;;;0
;bu;;b-b.u-y;;;;Word_bu;;;0
;cabane;;c-k.a-a.b-b.a-a.n-n.e-#;;;;Word_cabane;;;0
;cabine;;c-k.a-a.b-b.i-i.n-n.e-#;;;;Word_cabine;;;0
;cartable;;c-k.a-a.r-R.t-t.a-a.b-b.l-l.e-#;;;;Word_cartable ;;;0
;crabe;;c-k.r-R.a-a.b-b.e-#;;;;Word_crabe;;;0
;lavabo;;l-l.a-a.v-v.a-a.b-b.o-o;;;;Word_lavabo;;;0
;obéir;;o-o.b-b.é-e.i-i.r-R;;;;Word_obsym002ir;;;0
;octobre;;o-o.c-k.t-t.o-o.b-b.r-R.e-#;;;;Word_octobre;;;0
;possible;;p-p.o-o.ss-s.i-i.b-b.l-l.e-#;;;;Word_possible ;;;0
;table;;t-t.a-a.b-b.l-l.e-#;;;;Word_table ;;;0
;tube;;t-t.u-y.b-b.e-#;;;;Word_tube;;;0
;oubli;;ou-u.b-b.l-l.i-i;;;;Word_oublie;;;0
;baobab;;b-b.a-a.o-o.b-b.a-a.b-b;;;;-;;;0
;ile;;i-i.l-l.e-#;;;;-;;;0
;bulle;;b-b.u-y.ll-l.e-#;;;;-;;;0
;Barbara;;b-b.a-a.r-R.b-b.a-a.r-R.a-a;;;;-;;;1
;trébuché;;t-t.r-R.é-e.b-b.u-y.ch-S.é-e;;;;-;;;0
;petite;;p-p.e-*.t-t.i-i.t-t.e-#;;;;-;;;0
;bosse;;b-b.o-o.ss-s.e-#;;;;-;;;0
;bonne;;b-b.o-o.nn-n.e-#;;;;-;;;0
;brave;;b-b.r-R.a-a.v-v.e-#;;;;-;;;0
;barbu;;b-b.a-a.r-R.b-b.u-y;;;;-;;;0
;fabrique;;f-f.a-a.b-b.r-R.i-i.qu-k.e-#;;;;-;;;0
;Sabine;;s-s.a-a.b-b.i-i.n-n.e-#;;;;-;;;1
;brioche;;b-b.r-R.i-j.o-o.ch-S.e-#;;;;-;;;0
;alligator;;a-a.ll-l.i-i.g-g.a-a.t-t.o-o.r-R;;;;Word_alligator;;;0
;aveugle;;a-a.v-v.eu-9.g-g.l-l.e-#;;;;Word_aveugle;;;0
;bague;;b-b.a-a.gu-g.e-#;;;;Word_bague;;;0
;blague;;b-b.l-l.a-a.gu-g.e-#;;;;Word_blague;;;0
;fatigué;;f-f.a-a.t-t.i-i.gu-g.é-e;;;;Word_fatigusym002;;;0
;frigo;;f-f.r-R.i-i.g-g.o-o;;;;Word_frigo;;;0
;galope;;g-g.a-a.l-l.o-o.p-p.e-#;;;;Word_galope;;;0
;galerie;;g-g.a-a.l-l.e-#.r-R.i-i.e-#;;;;Word_galerie;;;0
;gare;;g-g.a-a.r-R.e-#;;;;Word_gare;;;0
;garde;;g-g.a-a.r-R.d-d.e-#;;;;Word_garde;;;0
;gaz;;g-g.a-a.z-z;;;;Word_gaz;;;0
;guéri;;gu-g.é-e.r-R.i-i;;;;Word_gusym002ri;;;0
;guérir;;gu-g.é-e.r-R.i-i.r-R;;;;Word_gusym002rir;;;0
;gui;;gu-g.i-i;;;;Word_gui;;;0
;guitare;;gu-g.i-i.t-t.a-a.r-R.e-#;;;;Word_guitare;;;0
;guide;;gu-g.i-i.d-d.e-#;;;;Word_guide ;;;0
;glissa;;g-g.l-l.i-i.ss-s.a-a;;;;Word_glissa;;;0
;glisses;;g-g.l-l.i-i.ss-s.e-#;;;;-;;;0
;gratuit;;g-g.r-R.a-a.t-t.u-8.i-i.t-#;;;;Word_gratuit ;;;0
;gravir;;g-g.r-R.a-a.v-v.i-i.r-R;;;;Word_gravir ;;;0
;grappe;;g-g.r-R.a-a.pp-p.e-#;;;;Word_grappe;;;0
;gré;;g-g.r-R.é-e;;;;Word_gré;;;0
;gris;;g-g.r-R.i-i.s-#;;;;Word_gris;;;0
;gros;;g-g.r-R.o-o.s-#;;;;Word_grossir ;;;0
;grossir;;g-g.r-R.o-o.ss-s.i-i.r-R;;;;Word_grossir ;;;0
;groupe;;g-g.r-R.ou-u.p-p.e-#;;;;Word_groupe;;;0
;grue;;g-g.r-R.u-y.e-#;;;;Word_grue;;;0
;goutte;;g-g.ou-u.tt-t.e-#;;;;Word_goutte;;;0
;cargo;;c-k.a-a.r-R.g-g.o-o;;;;Word_cargo;;;0
;grotte;;g-g.r-R.o-o.tt-t.e-#;;;;-;;;0
;légume;;l-l.é-e.g-g.u-y.m-m.e-#;;;;Word_lsym002gume;;;0
;marguerite;;m-m.a-a.r-R.gu-g.e-*.r-R.i-i.t-t.e-#;;;;Word_marguerite;;;0
;ogre;;o-o.g-g.r-R.e-#;;;;Word_ogre;;;0
;rigolo;;r-R.i-i.g-g.o-o.l-l.o-o;;;;Word_rigolo;;;0
;tigre;;t-t.i-i.g-g.r-R.e-#;;;;Word_tigre;;;0
;vague;;v-v.a-a.gu-g.e-#;;;;Word_vague ;;;0
;grippe;;g-g.r-R.i-i.pp-p.e-#;;;;-;;;0
;reste;;r-R.e-*.s-s.t-t.e-#;;;;-;;;0
;Gustave;;g-g.u-y.s-s.t-t.a-a.v-v.e-#;;;;-;;;1
;griffe;;g-g.r-R.i-i.ff-f.e-#;;;;-;;;0
;magazine;;m-m.a-a.g-g.a-a.z-z.i-i.n-n.e-#;;;;-;;;0
;programme;;p-p.r-R.o-o.g-g.r-R.a-a.mm-m.e-#;;;;-;;;0
;dors;;d-d.o-o.r-R.s-#;;;;-;;;0
;sort;;s-s.o-o.r-R.t-t;;;;-;;;0
;approche;;a-a.pp-p.r-R.o-o.ch-S.e-#;;;;-;;;0
;regarde;;r-R.e-*.g-g.a-a.r-R.d-d.e-*;;;;-;;;0
;film;;f-f.i-i.l-l.m-m;;;;-;;;0
;préférée;;p-p.r-R.é-e.f-f.é-e.r-R.é-e.e-#;;;;-;;;0
;rubis;;r-R.u-y.b-b.i-i.s-#;;;;-;;;0
;dessus;;d-d.e-*.ss-s.u-y.s-#;;;;-;;;0
;ski;;s-s.k-k.i-i;;;;Word_ski;;;0
;kilo;;k-k.i-i.l-l.o-o;;;;Word_kilo;;;0
;képi;;k-k.é-e.p-p.i-i;;;;Word_képi;;;0
;kimono;;k-k.i-i.m-m.o-o.n-n.o-o;;;;Word_kimono;;;0
;koala;;k-k.o-o.a-a.l-l.a-a;;;;Word_koala;;;0
;anorak;;a-a.n-n.o-o.r-R.a-a.k-k;;;;Word_anorak;;;0
;karaté;;k-k.a-a.r-R.a-a.t-t.é-e;;;;Word_karatsym002;;;0
;skieur;;s-s.k-k.i-j.eu-9.r-R;;;;-;;;0
;balade;;b-b.a-a.l-l.a-a.d-d.e-#;;;;-;;;0
;pluie;;p-p.l-l.u-y.i-i.e-#;;;;-;;;0
;Malika;;m-m.a-a.l-l.i-i.k-k.a-a;;;;-;;;1
;Patrick;;p-p.a-a.t-t.r-R.i-i.c-k.k-k;;;;-;;;0
;coqueluche;;c-k.o-o.qu-k.e-*.l-l.u-y.ch-S.e-#;;;;-;;;0
;fakir;;f-f.a-a.k-k.i-i.r-R;;;;-;;;0
;cobra;;c-k.o-o.b-b.r-R.a-a;;;;-;;;0
;kippa;;k-k.i-i.pp-p.a-a;;;;-;;;0
;mise;;m-m.i-i.s-z.e-#;;;;-;;;0
;affreuse;;a-a.ff-f.r-R.eu-2.s-z.e-#;;;;Word_affreuse ;;;0
;amusé;;a-a.m-m.u-y.s-z.é-e;;;;Word_amussym002;;;0
;assise;;a-a.ss-s.i-i.s-z.e-#;;;;Word_assise;;;0
;base;;b-b.a-a.s-z.e-#;;;;Word_base ;;;0
;bise;;b-b.i-i.s-z.e-#;;;;Word_bise ;;;0
;blouse;;b-b.l-l.ou-u.s-z.e-#;;;;Word_blouse;;;0
;brise;;b-b.r-R.i-i.s-z.e-#;;;;Word_brise;;;0
;déguisé;;d-d.é-e.gu-g.i-i.s-z.é-e;;;;Word_dsym002guisym002;;;0
;désir;;d-d.é-e.s-z.i-i.r-R;;;;Word_dsym002sir;;;0
;désolé;;d-d.é-e.s-z.o-o.l-l.é-e;;;;Word_dsym002solsym002;;;0
